BOROUGH,DISTRICT,SCHOOL ID,SCHOOL NAME
Q,27,318,WATERSIDE SCHOOL FOR LEADERSHIP
Q,27,319,VILLAGE ACADEMY
Q,27,323,SCHOLARS' ACADEMY
Q,27,333,GOLDIE MAPLE ACADEMY
Q,27,400,AUGUST MARTIN HIGH SCHOOL
Q,27,410,BEACH CHANNEL HIGH SCHOOL
Q,27,465,FAR ROCKAWAY HIGH SCHOOL
Q,27,475,RICHMOND HILL HIGH SCHOOL
Q,27,480,JOHN ADAMS HIGH SCHOOL
Q,27,650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A"
Q,28,008,J.H.S. 008 RICHARD S. GROSSLEY
Q,28,030,P.S. 030 QUEENS
Q,28,040,P.S. 040 SAMUEL HUNTINGTON
Q,28,048,P.S. 048 WILLIAM WORDSWORTH
Q,28,050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL
Q,28,054,P.S. 054 HILLSIDE
Q,28,055,P.S. 055 MAURE
Q,28,072,M.S. Q072 CATHERINE & COUNT BASIE MIDDLE
Q,28,080,P.S. 080 THURGOOD MARSHALL MAGNET
Q,28,082,P.S. 082 HAMMOND
Q,28,086,P.S. Q086
Q,28,099,P.S. 099 KEW GARDENS
Q,28,101,P.S. 101 SCHOOL IN THE GARDENS
Q,28,117,P.S. 117 J. KELD / BRIARWOOD SCHOOL
Q,28,121,P.S. 121 QUEENS
Q,28,139,P.S. 139 REGO PARK
Q,28,140,P.S. 140 EDWARD K ELLINGTON
Q,28,144,P.S. 144 COL JEROMUS REMSEN
Q,28,157,J.H.S. 157 STEPHEN A. HALSEY
Q,28,160,P.S. 160 WALTER FRANCIS BISHOP
Q,28,161,P.S. 161 ARTHUR ASHE SCHOOL
Q,28,174,P.S. 174 WILLIAM SIDNEY MOUNT
Q,28,175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL
Q,28,182,P.S. 182 SAMANTHA SMITH
Q,28,190,J.H.S. 190 RUSSELL SAGE
Q,28,196,P.S. 196 GRAND CENTRAL PARKWAY
Q,28,206,P.S. 206 HORACE HARDING
Q,28,217,J.H.S. 217 ROBERT A. VAN WYCK
Q,28,220,P.S. 220 EDWARD MANDEL
Q,28,284,YORK EARLY COLLEGE ACADEMY
Q,28,303,ACADEMY FOR EXCELLENCE THROUGH THE ARTS
Q,28,310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL
Q,28,440,FOREST HILLS HIGH SCHOOL
Q,28,470,JAMAICA HIGH SCHOOL
Q,28,505,HILLCREST HIGH SCHOOL
Q,28,620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI
Q,28,680,QUEENS GATEWAY TO HEALTH SCIENCES SECOND
Q,28,687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLE
Q,28,690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY
Q,28,896,YOUNG  WOMEN'S LEADERSHIP SCHOOL QUEENS
Q,29,015,P.S. 015 JACKIE ROBINSON
Q,29,033,P.S. 033 EDWARD M. FUNK
Q,29,034,P.S. 034 JOHN HARVARD
Q,29,035,P.S. 035 NATHANIEL WOODHULL
Q,29,036,P.S. 036 SAINT ALBANS SCHOOL
Q,29,037,CYNTHIA JENKINS SCHOOL
Q,29,038,P.S. 038 ROSEDALE
Q,29,052,P.S. 052 QUEENS
Q,29,059,I.S. 059 SPRINGFIELD GARDENS
Q,29,095,P.S. 095 EASTWOOD
Q,29,109,JEAN NUZZI INTERMEDIATE SCHOOL
Q,29,116,P.S. 116 WILLIAM C. HUGHLEY
Q,29,118,P.S. 118 LORRAINE HANSBERRY
Q,29,131,P.S. 131 ABIGAIL ADAMS
Q,29,132,P.S. 132 RALPH BUNCHE
Q,29,134,P.S. 134 HOLLIS
Q,29,135,THE BELLAIRE SCHOOL
Q,29,136,P.S. 136 ROY WILKINS
Q,29,138,P.S. 138 SUNRISE
Q,29,147,P.S. 147 RONALD MCNAIR
Q,29,156,P.S. 156 LAURELTON
Q,29,176,P.S. 176 CAMBRIA HEIGHTS
Q,29,181,P.S. 181 BROOKFIELD
Q,29,192,I.S. 192 THE LINDEN
Q,29,195,P.S. 195 WILLIAM HABERLE
Q,29,208,P.S. / I.S. 208
Q,29,231,I.S. 231 MAGNETECH 2000
Q,29,238,I.S. 238 SUSAN B ANTHONY
Q,29,248,QUEENS PREPARATORY ACADEMY
Q,29,251,P.S. 251 QUEENS
Q,29,259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C
Q,29,265,EXCELSIOR PREPARATORY HIGH SCHOOL
Q,29,268,P.S. 268
Q,29,270,P.S. / I.S. Q270
Q,29,272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN
Q,29,283,PREPARATORY ACADEMY FOR WRITERS: A COLLE
Q,29,295,P.S./I.S. 295
Q,29,492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE"
Q,29,494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL"
Q,29,496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH"
Q,29,498,HUMANITIES & ARTS MAGNET HIGH SCHOOL
Q,30,002,P.S. 002 ALFRED ZIMBERG
Q,30,010,I.S. 010 HORACE GREELEY
Q,30,011,P.S. 011 KATHRYN PHELAN
Q,30,017,P.S. 017 HENRY DAVID THOREAU
Q,30,069,P.S. 069 JACKSON HEIGHTS
Q,30,070,P.S. 070 QUEENS
Q,30,076,P.S. 076 WILLIAM HALLET
Q,30,078,P.S. 078
Q,30,084,P.S. 084 STEINWAY
Q,30,085,P.S. 085 JUDGE CHARLES VALLONE
Q,30,092,P.S. 092 HARRY T. STEWART SR.
Q,30,111,P.S. 111 JACOB BLACKWELL
Q,30,112,P.S. 112 DUTCH KILLS
Q,30,122,P.S. 122 MAMIE FAY
Q,30,126,ALBERT SHANKER SCHOOL FOR VISUAL AND PER
Q,30,127,P.S. 127 AEROSPACE SCIENCE MAGNE
Q,30,141,I.S. 141 THE STEINWAY
Q,30,145,I.S. 145 JOSEPH PULITZER
Q,30,148,P.S. 148 QUEENS
Q,30,149,P.S. 149 CHRISTA MCAULIFFE
Q,30,150,P.S. 150 QUEENS
Q,30,151,P.S. 151 MARY D. CARTER
Q,30,152,P.S. 152 GWENDOLYN ALLEYNE
Q,30,166,P.S. 166 HENRY GRADSTEIN
Q,30,171,P.S. 171 PETER G. VAN ALST
Q,30,204,I.S. 204 OLIVER W. HOLMES
Q,30,212,P.S. 212
Q,30,222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. 
Q,30,227,I.S. 227 LOUIS ARMSTRONG
Q,30,228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O
Q,30,230,I.S. 230
Q,30,234,P.S. 234
Q,30,235,ACADEMY FOR NEW AMERICANS
Q,30,286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA
Q,30,301,ACADEMY FOR CAREERS IN TELEVISION AND FILM
Q,30,445,WILLIAM CULLEN BRYANT HIGH SCHOOL
Q,30,450,LONG ISLAND CITY HIGH SCHOOL
Q,30,501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL
Q,30,502,INFORMATION TECHNOLOGY HIGH SCHOOL
Q,30,555,NEWCOMERS HIGH SCHOOL
Q,30,575,ACADEMY OF AMERICAN STUDIES
Q,30,580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATIO
R,31,001,P.S. 001 TOTTENVILLE
R,31,002,I.S. R002 GEORGE L. EGBERT
R,31,003,P.S. 003 THE MARGARET GIOIOSA SCHOOL
R,31,004,P.S. 004 MAURICE WOLLIN
R,31,005,P.S. 005 HUGUENOT
R,31,006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL
R,31,007,I.S. 007 ELIAS BERNSTEIN
R,31,008,P.S. 8 SHIRLEE SOLOMON
R,31,011,P.S. 11 THOMAS DONGAN SCHOOL
R,31,013,P.S. 013 M. L. LINDENMEYER
R,31,014,P.S. 014 CORNELIUS VANDERBILT
R,31,016,P.S. 016 JOHN J. DRISCOLL
R,31,018,P.S. 018 JOHN G. WHITTIER
R,31,019,P.S. 019 THE CURTIS SCHOOL
R,31,020,P.S. 020 PORT RICHMOND
R,31,021,P.S. 21 MARGARET EMERY-ELM PARK
R,31,022,P.S. 022 GRANITEVILLE
R,31,023,P.S. 023 RICHMONDTOWN
R,31,024,I.S. 024 MYRA S. BARNES
R,31,026,P.S. 026 THE CARTERET SCHOOL
R,31,027,I.S. 027 ANNING S. PRALL
R,31,029,P.S. 029 BARDWELL
R,31,030,P.S. 030 WESTERLEIGH
R,31,031,P.S. 031 WILLIAM T. DAVIS
R,31,032,P.S. 032 THE GIFFORD SCHOOL
R,31,034,I.S. 034 TOTTENVILLE
R,31,035,P.S. 35 THE CLOVE VALLEY SCHOOL
R,31,036,P.S. 036 J. C. DRUMGOOLE
R,31,038,P.S. 038 GEORGE CROMWELL
R,31,039,P.S. 39 FRANCIS J. MURPHY JR.
R,31,041,P.S. 041 NEW DORP
R,31,042,P.S. 042 ELTINGVILLE
R,31,044,P.S. 044 THOMAS C. BROWN
R,31,045,P.S. 045 JOHN TYLER
R,31,046,P.S. 046 ALBERT V. MANISCALCO
R,31,047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES
R,31,048,P.S. 048 WILLIAM C. WILCOX
R,31,049,I.S. 49 BERTA A. DREYFUS
R,31,050,P.S. 050 FRANK HANKINSON
R,31,051,I.S. 051 EDWIN MARKHAM
R,31,052,P.S. 052 JOHN C. THOMPSON
R,31,053,P.S. 053 BAY TERRACE
R,31,054,P.S. 054 CHARLES W. LENG
R,31,055,P.S. 055 HENRY M. BOEHM
R,31,056,P.S. 56 THE LOUIS DESARIO SCHOOL
R,31,057,P.S. 057 HUBERT H. HUMPHREY
R,31,058,SPACE SHUTTLE COLUMBIA SCHOOL
R,31,060,P.S. 060 ALICE AUSTEN
R,31,061,I.S. 061 WILLIAM A MORRIS
R,31,063,MARSH AVENUE EXPEDITIONARY LEARNING SCHOOL
R,31,064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL
R,31,065,ACADEMY OF INNOVATIVE LEARNING
R,31,069,P.S. 069 DANIEL D. TOMPKINS
R,31,072,I.S. 072 ROCCO LAURIE
R,31,075,I.S. 075 FRANK D. PAULO
R,31,080,THE MICHAEL J. PETRIDES HIGH SCHOOL
R,31,440,NEW DORP HIGH SCHOOL
R,31,445,PORT RICHMOND HIGH SCHOOL
R,31,450,CURTIS HIGH SCHOOL
R,31,455,TOTTENVILLE HIGH SCHOOL
R,31,460,SUSAN E. WAGNER HIGH SCHOOL
R,31,470,CONCORD HIGH SCHOOL
R,31,600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH
R,31,605,STATEN ISLAND TECHNICAL HIGH SCHOOL
R,31,861,Staten Island School of Civic Leadership
K,32,045,P.S. 045 HORACE E. GREENE
K,32,075,P.S. 075 MAYDA CORTIELLA
K,32,086,P.S. 086 THE IRVINGTON
K,32,106,P.S. 106 EDWARD EVERETT HALE
K,32,116,P.S. 116 ELIZABETH L FARRELL
K,32,123,P.S. 123 SUYDAM
K,32,145,P.S. 145 ANDREW JACKSON
K,32,151,P.S. 151 LYNDON B. JOHNSON
K,32,162,J.H.S. 162 THE WILLOUGHBY
K,32,274,P.S. 274 KOSCIUSKO
K,32,291,J.H.S. 291 ROLAND HAYES
K,32,296,J.H.S. 296 THE HALSEY
K,32,299,P.S. 299 THOMAS WARREN FIELD
K,32,347,I.S. 347 SCHOOL OF HUMANITIES
K,32,349,I.S. 349 MATH SCIENCE & TECH.
K,32,376,P.S. 376
K,32,377,P.S. 377 ALEJANDRINA B. DE GAUTIER
K,32,383,J.H.S. 383 PHILLIPPA SCHUYLER
K,32,384,P.S. 384 FRANCES E. CARTER
K,32,403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP
K,32,545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBUSHWICK
K,32,549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE
K,32,551,NEW YORK HARBOR SCHOOL
K,32,552,ACADEMY OF URBAN PLANNING
K,32,554,ALL CITY LEADERSHIP SECONDARY SCHOOL
K,32,556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN
K,32,564,BUSHWICK COMMUNITY HIGH SCHOOL
